et%1:06:00:: , correct is target%1:09:00::
correct wsd for target.n.bnc.1447 target%1:10:00::
correct 6 | total 102
incorrect wsd for fan.n.bnc.461 | found fan%2:30:00:: , correct is unlisted-sense
linkup key fan.n.Finance.43 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1326 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.463 | found fan%2:30:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.44 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.1362 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.468 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.45 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1377 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.475 fan%1:06:00::
correct 1136 | total 8619
linkup key fan.n.Finance.46 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1407 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.476 | found fan%1:06:00:: , correct is unlisted-sense
linkup key fan.n.Finance.47 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1444 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.479 fan%1:06:00::
correct 1137 | total 8623
linkup key fan.n.Finance.48 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1479 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.494 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.49 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1485 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.bnc.505 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.50 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.1495 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.bnc.506 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.51 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1526 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.515 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.52 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.1529 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.524 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.53 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1611 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.535 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.54 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1617 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.540 | found fan%2:30:00:: , correct is unlisted-sense
linkup key fan.n.Finance.55 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1655 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.551 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.56 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1672 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.566 | found fan%2:35:01:: , correct is fan%1:18:01::
linkup key fan.n.Finance.57 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1675 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.600 | found fan%2:30:00:: , correct is fan%1:06:00::
linkup key fan.n.Finance.58 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1716 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.601 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.59 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1721 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.603 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.60 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1746 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.615 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.61 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1765 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.629 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.62 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1863 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.632 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.63 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1918 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.665 fan%1:06:00::
correct 1138 | total 8657
incorrect wsd for fan.n.Finance.64 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.1922 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.670 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.65 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1929 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.678 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.66 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.1953 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.689 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.67 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.1998 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.697 fan%1:06:00::
correct 1139 | total 8667
linkup key fan.n.Finance.68 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2004 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.699 | found fan%1:06:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.69 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2047 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.bnc.713 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.70 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2120 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.720 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.71 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.2146 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.725 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.72 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2251 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.734 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.73 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2294 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.736 | found fan%2:30:00:: , correct is fan%1:06:00::
linkup key fan.n.Finance.75 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2300 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.765 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.76 | found not found , correct is fan%1:18:00::
incorrect wsd for fan.n.Sports.2306 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.783 fan%1:18:00::
correct 1140 | total 8685
linkup key fan.n.Finance.77 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2345 | found fan%2:35:01:: , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.788 | found fan%2:30:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.78 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2346 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.796 | found fan%2:30:00:: , correct is fan%1:06:00::
incorrect wsd for fan.n.Finance.79 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.2360 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.803 fan%1:06:00::
correct 1141 | total 8692
linkup key fan.n.Finance.80 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2411 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.834 fan%1:06:00::
correct 1142 | total 8694
linkup key fan.n.Finance.81 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2619 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.855 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.82 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.2640 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.866 fan%1:06:00::
correct 1143 | total 8699
incorrect wsd for fan.n.Finance.83 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.2697 | found fan%2:30:00:: , correct is fan%1:18:01::
correct wsd for fan.n.bnc.894 fan%1:06:00::
correct 1144 | total 8702
linkup key fan.n.Finance.84 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2708 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.897 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.85 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.2731 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.924 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.86 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2785 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.930 | found fan%1:06:00:: , correct is unlisted-sense
linkup key fan.n.Finance.87 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2804 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.972 | found fan%1:06:00:: , correct is unlisted-sense
linkup key fan.n.Finance.88 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2854 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.976 | found fan%1:06:00:: , correct is unlisted-sense
linkup key fan.n.Finance.89 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.2895 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.984 | found fan%1:06:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.90 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.2973 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1018 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.91 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.2978 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1042 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.Finance.92 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.2980 | found not found , correct is fan%1:18:01::
correct wsd for fan.n.bnc.1044 fan%1:06:00::
correct 1145 | total 8724
incorrect wsd for fan.n.Finance.93 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.3002 | found fan%2:30:00:: , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1051 | found fan%2:30:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.94 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.3014 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1071 | found sports_fan%1:18:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.95 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3074 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1082 | found fan%2:30:00:: , correct is fan%1:18:00::
incorrect wsd for fan.n.Finance.96 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.3130 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1085 | found fan%2:30:00:: , correct is fan%1:18:01::
linkup key fan.n.Finance.97 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3203 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1097 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.98 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3209 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1104 | found fan%1:06:00:: , correct is unlisted-sense
linkup key fan.n.Finance.99 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3247 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1108 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.100 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3249 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1114 | found sports_fan%1:18:00:: , correct is fan%1:18:00::
linkup key fan.n.Finance.101 not found in gold standard clean dataset
incorrect wsd for fan.n.Sports.3259 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.bnc.1119 | found fan%2:30:00:: , correct is unlisted-sense
incorrect wsd for fan.n.Finance.102 | found not found , correct is fan%1:06:00::
incorrect wsd for fan.n.Sports.3335 | found not found , correct is fan%1:18:01::
linkup key fan.n.bnc.1128 not found in gold standard clean dataset
incorrect wsd for fan.n.Finance.103 | found not found , correct is fan%1:18:01::
incorrect wsd for fan.n.Sports.3351 | found fan%2:30:00:: , correct is fan%1:18:00::
correct wsd for pitch.n.bnc.15 pitch%1:07:01::
correct 1146 | total 8750
incorrect wsd for pitch.n.Finance.1 | found pitch%2:30:01:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.27 | found lurch%1:04:02:: , correct is unlisted-sense
correct wsd for pitch.n.bnc.26 pitch%1:07:01::
correct 1147 | total 8753
incorrect wsd for pitch.n.Finance.2 | found lurch%1:04:02:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.59 | found lurch%1:04:02:: , correct is unlisted-sense
linkup key pitch.n.bnc.29 not found in gold standard clean dataset
incorrect wsd for pitch.n.Finance.3 | found pitch%2:30:01:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.60 | found lurch%1:04:02:: , correct is unlisted-sense
incorrect wsd for pitch.n.bnc.40 | found lurch%1:04:02:: , correct is unlisted-sense
linkup key pitch.n.Finance.4 not found in gold standard clean dataset
incorrect wsd for pitch.n.Sports.73 | found lurch%1:04:02:: , correct is unlisted-sense
incorrect wsd for pitch.n.bnc.55 | found pitch%2:30:00:: , correct is unlisted-sense
incorrect wsd for pitch.n.Finance.5 | found lurch%1:04:02:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.83 | found pitch%1:04:01:: , correct is unlisted-sense
incorrect wsd for pitch.n.bnc.70 | found lurch%1:04:02:: , correct is unlisted-sense
incorrect wsd for pitch.n.Finance.6 | found lurch%1:04:02:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.96 | found lurch%1:04:02:: , correct is unlisted-sense
correct wsd for pitch.n.bnc.86 pitch%1:07:00::
correct 1148 | total 8766
incorrect wsd for pitch.n.Finance.7 | found lurch%1:04:02:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.106 | found not found , correct is unlisted-sense
incorrect wsd for pitch.n.bnc.106 | found pitch%1:07:01:: , correct is unlisted-sense
incorrect wsd for pitch.n.Finance.8 | found pitch%1:07:01:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.118 | found lurch%1:04:02:: , correct is unlisted-sense
incorrect wsd for pitch.n.bnc.115 | found pitch%2:30:01:: , correct is unlisted-sense
incorrect wsd for pitch.n.Finance.9 | found pitch%1:07:01:: , correct is pitch%1:10:00::
incorrect wsd for pitch.n.Sports.137 | found flip%2:35:00:: , correct is pitch%1:04:03::
incorrect wsd for pitch.n.bnc.121 | found pitch%1:07:01:: , correct is unlisted-sense
